id,rank,discipline,sex,salary
15747,AsstProf,B,Male,83600
15748,Prof,B,Male,145028
15749,Prof,A,Male,88709
15750,Prof,A,Male,107309
15751,Prof,A,Female,109954
15752,AsstProf,A,Male,78785
15753,Prof,A,Male,121946
15754,Prof,A,Female,109646
15755,Prof,A,Male,138771
15756,AssocProf,A,Male,81285
15757,Prof,A,Male,205500
15758,Prof,A,Male,101036
15759,Prof,A,Male,115435
15760,AssocProf,A,Male,108413
15761,Prof,A,Male,131950
15762,Prof,A,Male,134690
15763,AssocProf,A,Male,78182
15764,Prof,A,Male,110515
15765,Prof,A,Male,109707
15766,Prof,A,Male,136660
15767,Prof,A,Male,103275
15768,Prof,A,Male,103649
15769,AsstProf,A,Male,74856
15770,AsstProf,A,Male,77081
15771,Prof,A,Male,150680
15772,AssocProf,A,Male,104121
15773,AsstProf,A,Male,75996
15774,Prof,A,Male,172505
15775,AssocProf,A,Male,86895
15776,Prof,A,Male,105000
15777,Prof,A,Male,125192
15778,Prof,A,Male,114330
15779,Prof,A,Male,139219
15780,Prof,A,Male,109305
15781,Prof,A,Male,119450
15782,Prof,A,Male,186023
15783,Prof,A,Male,166605
15784,Prof,A,Male,151292
15785,Prof,A,Male,103106
15786,Prof,A,Male,150564
15787,Prof,A,Male,101738
15788,Prof,A,Male,95329
15789,AsstProf,A,Male,81035
15790,Prof,B,Male,139750
15791,Prof,B,Male,173200
15792,AsstProf,B,Male,79750
15793,Prof,B,Male,115000
15794,Prof,B,Male,141500
15795,AssocProf,B,Male,97000
15796,Prof,B,Male,175000
15797,Prof,B,Male,147765
15798,Prof,B,Male,119250
15799,Prof,B,Female,129000
15800,AssocProf,B,Male,119800
15801,AsstProf,B,Male,79800
15802,AsstProf,B,Male,77700
15803,AsstProf,B,Male,78000
15804,Prof,B,Male,104800
15805,Prof,B,Male,117150
15806,Prof,B,Male,101000
15807,Prof,A,Male,103450
15808,Prof,A,Male,124750
15809,Prof,A,Female,137000
15810,Prof,A,Male,89565
15811,Prof,A,Male,102580
15812,Prof,A,Male,93904
15813,Prof,A,Male,113068
15814,AssocProf,A,Female,74830
15815,Prof,A,Male,106294
15816,Prof,A,Male,134885
15817,AsstProf,B,Male,82379
15818,AsstProf,B,Male,77000
15819,Prof,B,Male,118223
15820,Prof,B,Male,132261
15821,AsstProf,B,Male,79916
15822,Prof,B,Male,117256
15823,AsstProf,B,Male,80225
15824,AsstProf,B,Female,80225
15825,AsstProf,B,Female,77000
15826,Prof,B,Male,155750
15827,AsstProf,B,Male,86373
15828,Prof,B,Male,125196
15829,AssocProf,B,Male,100938
15830,Prof,B,Male,146500
15831,AssocProf,B,Male,93418
15832,Prof,B,Male,101299
15833,Prof,B,Male,231545
15834,Prof,B,Male,94384
15835,Prof,B,Male,114778
15836,Prof,B,Male,98193
15837,Prof,B,Female,151768
15838,Prof,B,Female,140096
15839,AsstProf,B,Male,70768
15840,Prof,B,Male,126621
15841,Prof,B,Male,108875
15842,AsstProf,B,Female,74692
15843,Prof,B,Male,106639
15844,AssocProf,B,Male,103760
15845,AssocProf,B,Male,83900
15846,Prof,B,Male,117704
15847,AssocProf,B,Male,90215
15848,AssocProf,B,Male,100135
15849,AsstProf,B,Male,75044
15850,AssocProf,B,Male,90304
15851,AsstProf,B,Male,75243
15852,Prof,B,Male,109785
15853,AssocProf,B,Female,103613
15854,AsstProf,B,Male,68404
15855,AssocProf,B,Male,100522
15856,Prof,B,Male,101000
15857,Prof,B,Male,99418
15858,Prof,B,Female,111512
15859,Prof,B,Male,91412
15860,Prof,B,Male,126320
15861,Prof,B,Male,146856
15862,Prof,B,Male,100131
15863,Prof,B,Male,92391
15864,Prof,B,Male,113398
15865,AsstProf,B,Male,73266
15866,Prof,B,Male,150480
15867,Prof,B,Male,193000
15868,AsstProf,B,Male,86100
15869,AsstProf,B,Male,84240
15870,Prof,B,Male,150743
15871,Prof,B,Male,135585
15872,Prof,B,Male,144640
15873,AsstProf,B,Male,88825
15874,Prof,B,Female,122960
15875,Prof,B,Male,132825
15876,Prof,B,Male,152708
15877,AsstProf,B,Male,88400
15878,Prof,B,Male,172272
15879,AssocProf,B,Male,107008
15880,AsstProf,B,Female,97032
15881,AssocProf,B,Male,105128
15882,AssocProf,B,Male,105631
15883,Prof,B,Male,166024
15884,Prof,B,Male,123683
15885,AsstProf,B,Male,84000
15886,AssocProf,B,Male,95611
15887,Prof,B,Male,129676
15888,Prof,B,Male,102235
15889,Prof,B,Male,106689
15890,Prof,B,Male,133217
15891,Prof,B,Male,126933
15892,Prof,B,Male,153303
15893,Prof,B,Female,127512
15894,AssocProf,A,Male,83850
15895,Prof,A,Male,113543
15896,AssocProf,A,Male,82099
15897,AssocProf,A,Male,82600
15898,AssocProf,A,Male,81500
15899,Prof,A,Male,131205
15900,Prof,A,Male,112429
15901,AssocProf,A,Male,82100
15902,AsstProf,A,Male,72500
15903,Prof,A,Male,104279
15904,Prof,A,Female,105000
15905,Prof,A,Male,120806
15906,Prof,A,Male,148500
15907,Prof,A,Male,117515
15908,AsstProf,A,Male,72500
15909,AsstProf,A,Female,73500
15910,Prof,A,Male,115313
15911,Prof,A,Male,124309
15912,Prof,A,Male,97262
15913,AssocProf,A,Female,62884
15914,Prof,A,Male,96614
15915,Prof,A,Male,78162
15916,Prof,A,Male,155500
15917,AsstProf,A,Female,72500
15918,Prof,A,Male,113278
15919,AsstProf,A,Male,73000
15920,AssocProf,A,Male,83001
15921,Prof,A,Male,76840
15922,AssocProf,A,Female,77500
15923,AsstProf,A,Female,72500
15924,Prof,A,Male,168635
15925,Prof,A,Male,136000
15926,Prof,A,Male,108262
15927,Prof,A,Male,105668
15928,AssocProf,A,Male,73877
15929,Prof,A,Male,152664
15930,AssocProf,A,Male,100102
15931,AssocProf,A,Male,81500
15932,Prof,A,Male,106608
15933,AsstProf,B,Male,89942
15934,Prof,B,Male,112696
15935,Prof,B,Male,119015
15936,AsstProf,B,Male,92000
15937,Prof,B,Male,156938
15938,Prof,B,Female,144651
15939,AsstProf,B,Male,95079
15940,Prof,B,Male,128148
15941,AsstProf,B,Male,92000
15942,Prof,B,Male,111168
15943,AssocProf,B,Female,103994
15944,AsstProf,B,Male,92000
15945,Prof,B,Male,118971
15946,AssocProf,B,Male,113341
15947,AsstProf,B,Male,88000
15948,AssocProf,B,Male,95408
15949,Prof,B,Male,137167
15950,AsstProf,B,Male,89516
15951,Prof,B,Male,176500
15952,AssocProf,B,Male,98510
15953,AsstProf,B,Male,89942
15954,AsstProf,B,Male,88795
15955,Prof,B,Male,105890
15956,Prof,B,Male,167284
15957,Prof,B,Male,130664
15958,AssocProf,B,Male,101210
15959,Prof,B,Male,181257
15960,AsstProf,B,Male,91227
15961,Prof,B,Male,151575
15962,Prof,B,Male,93164
15963,Prof,B,Male,134185
15964,AssocProf,B,Male,105000
15965,Prof,B,Male,111751
15966,AssocProf,B,Male,95436
15967,AssocProf,B,Male,100944
15968,Prof,B,Male,147349
15969,AsstProf,B,Female,92000
15970,Prof,B,Male,142467
15971,Prof,B,Male,141136
15972,AssocProf,B,Male,100000
15973,Prof,B,Male,150000
15974,Prof,B,Male,101000
15975,Prof,B,Male,134000
15976,AssocProf,B,Female,103750
15977,Prof,B,Male,107500
15978,AssocProf,B,Male,106300
15979,Prof,B,Male,153750
15980,Prof,B,Male,180000
15981,Prof,B,Male,133700
15982,Prof,B,Male,122100
15983,AssocProf,B,Male,86250
15984,AssocProf,B,Male,90000
15985,AssocProf,B,Male,113600
15986,AsstProf,B,Male,92700
15987,AsstProf,B,Male,92000
15988,Prof,B,Male,189409
15989,Prof,B,Male,114500
15990,AsstProf,B,Male,92700
15991,Prof,B,Male,119700
15992,Prof,B,Male,160400
15993,Prof,B,Male,152500
15994,Prof,B,Male,165000
15995,Prof,B,Male,96545
15996,Prof,B,Male,162200
15997,Prof,B,Male,120000
15998,AsstProf,B,Male,91300
15999,Prof,B,Male,163200
16000,AsstProf,B,Male,91000
16001,Prof,B,Male,111350
16002,Prof,B,Male,128400
16003,Prof,B,Male,126200
16004,AssocProf,B,Male,118700
16005,Prof,B,Male,145350
16006,Prof,B,Male,146000
16007,AssocProf,B,Male,105350
16008,AssocProf,B,Female,109650
16009,Prof,B,Male,119500
16010,Prof,B,Male,170000
16011,Prof,B,Male,145200
16012,AssocProf,B,Male,107150
16013,Prof,B,Male,129600
16014,Prof,A,Male,87800
16015,Prof,A,Male,122400
16016,AsstProf,A,Male,63900
16017,AssocProf,A,Male,70000
16018,Prof,A,Male,88175
16019,Prof,A,Male,133900
16020,Prof,A,Female,91000
16021,AssocProf,A,Female,73300
16022,Prof,A,Male,148750
16023,Prof,A,Female,117555
16024,AsstProf,A,Male,69700
16025,Prof,A,Male,81700
16026,Prof,A,Male,114000
16027,AsstProf,A,Female,63100
16028,Prof,A,Male,77202
16029,Prof,A,Male,96200
16030,AsstProf,A,Male,69200
16031,Prof,A,Male,122875
16032,Prof,A,Male,102600
16033,Prof,A,Male,108200
16034,Prof,A,Male,84273
16035,Prof,A,Female,90450
16036,Prof,A,Male,91100
16037,Prof,A,Male,101100
16038,Prof,A,Male,128800
16039,Prof,A,Male,204000
16040,Prof,A,Male,109000
16041,Prof,A,Male,102000
16042,Prof,A,Male,132000
16043,AsstProf,A,Female,77500
16044,Prof,A,Female,116450
16045,AssocProf,A,Male,83000
16046,Prof,A,Male,140300
16047,AssocProf,A,Male,74000
16048,AsstProf,A,Male,73800
16049,Prof,A,Male,92550
16050,AssocProf,A,Male,88600
16051,Prof,A,Male,107550
16052,Prof,A,Male,121200
16053,Prof,A,Male,126000
16054,Prof,A,Male,99000
16055,Prof,A,Male,134800
16056,Prof,A,Male,143940
16057,Prof,A,Male,104350
16058,Prof,A,Male,89650
16059,Prof,A,Male,103700
16060,Prof,A,Male,143250
16061,Prof,A,Male,194800
16062,AsstProf,A,Male,73000
16063,AsstProf,A,Male,74000
16064,AsstProf,A,Female,78500
16065,Prof,A,Male,93000
16066,Prof,A,Male,107200
16067,Prof,A,Male,163200
16068,Prof,A,Male,107100
16069,Prof,A,Male,100600
16070,Prof,A,Male,136500
16071,Prof,A,Male,103600
16072,Prof,A,Male,57800
16073,Prof,A,Male,155865
16074,AssocProf,A,Male,88650
16075,AssocProf,A,Male,81800
16076,Prof,A,Male,115800
16077,AsstProf,A,Male,85000
16078,Prof,A,Male,150500
16079,AsstProf,A,Male,74000
16080,Prof,A,Male,174500
16081,Prof,A,Male,168500
16082,Prof,A,Male,183800
16083,AssocProf,A,Male,104800
16084,Prof,A,Male,107300
16085,Prof,A,Male,97150
16086,Prof,A,Male,126300
16087,Prof,A,Male,148800
16088,Prof,A,Male,72300
16089,AssocProf,A,Male,70700
16090,Prof,A,Male,88600
16091,Prof,A,Male,127100
16092,Prof,A,Male,170500
16093,Prof,A,Male,105260
16094,Prof,A,Male,144050
16095,Prof,A,Male,111350
16096,AsstProf,A,Male,74500
16097,Prof,A,Male,122500
16098,AsstProf,A,Male,74000
16099,Prof,A,Male,166800
16100,Prof,A,Male,92050
16101,Prof,A,Male,108100
16102,Prof,A,Male,94350
16103,Prof,A,Male,100351
16104,Prof,A,Male,146800
16105,AsstProf,B,Male,84716
16106,AssocProf,B,Female,71065
16107,Prof,B,Male,67559
16108,Prof,B,Male,134550
16109,Prof,B,Male,135027
16110,Prof,B,Male,104428
16111,AssocProf,B,Male,95642
16112,AssocProf,B,Male,126431
16113,Prof,B,Female,161101
16114,Prof,B,Male,162221
16115,AsstProf,B,Male,84500
16116,Prof,B,Male,124714
16117,Prof,B,Male,151650
16118,AssocProf,B,Male,99247
16119,Prof,B,Male,134778
16120,Prof,B,Male,192253
16121,Prof,B,Male,116518
16122,Prof,B,Female,105450
16123,Prof,B,Male,145098
16124,AssocProf,B,Female,104542
16125,Prof,B,Male,151445
16126,Prof,B,Male,98053
16127,Prof,B,Male,145000
16128,Prof,B,Male,128464
16129,Prof,B,Male,137317
16130,Prof,B,Male,106231
16131,Prof,B,Female,124312
16132,Prof,B,Male,114596
16133,Prof,B,Male,162150
16134,Prof,B,Male,150376
16135,Prof,B,Male,107986
16136,Prof,B,Male,142023
16137,Prof,B,Male,128250
16138,AsstProf,B,Male,80139
16139,Prof,B,Male,144309
16140,Prof,B,Male,186960
16141,Prof,B,Male,93519
16142,Prof,B,Male,142500
16143,Prof,B,Male,138000
16144,AsstProf,B,Male,83600
16145,Prof,B,Male,145028
16146,Prof,A,Male,88709
16147,Prof,A,Male,107309
16148,Prof,A,Female,109954
16149,AsstProf,A,Male,78785
16150,Prof,A,Male,121946
16151,Prof,A,Female,109646
16152,Prof,A,Male,138771
16153,AssocProf,A,Male,81285
16154,Prof,A,Male,205500
16155,Prof,A,Male,101036
16156,Prof,A,Male,115435
16157,AssocProf,A,Male,108413
16158,Prof,A,Male,131950
16159,Prof,A,Male,134690
16160,AssocProf,A,Male,78182
16161,Prof,A,Male,110515
16162,Prof,A,Male,109707
16163,Prof,A,Male,136660
16164,Prof,A,Male,103275
16165,Prof,A,Male,103649
16166,AsstProf,A,Male,74856
16167,AsstProf,A,Male,77081
16168,Prof,A,Male,150680
16169,AssocProf,A,Male,104121
16170,AsstProf,A,Male,75996
16171,Prof,A,Male,172505
16172,AssocProf,A,Male,86895
16173,Prof,A,Male,105000
16174,Prof,A,Male,125192
16175,Prof,A,Male,114330
16176,Prof,A,Male,139219
16177,Prof,A,Male,109305
16178,Prof,A,Male,119450
16179,Prof,A,Male,186023
16180,Prof,A,Male,166605
16181,Prof,A,Male,151292
16182,Prof,A,Male,103106
16183,Prof,A,Male,150564
16184,Prof,A,Male,101738
16185,Prof,A,Male,95329
16186,AsstProf,A,Male,81035
16187,Prof,A,Male,102000
16188,Prof,A,Male,132000
16189,AsstProf,A,Female,77500
16190,Prof,A,Female,116450
16191,AssocProf,A,Male,83000
16192,Prof,A,Male,140300
16193,AssocProf,A,Male,74000
16194,AsstProf,A,Male,73800
16195,Prof,A,Male,92550
16196,AssocProf,A,Male,88600
16197,Prof,A,Male,107550
16198,Prof,A,Male,121200
16199,Prof,A,Male,126000
16200,Prof,A,Male,99000
16201,Prof,A,Male,134800
16202,Prof,A,Male,143940
16203,Prof,A,Male,104350
16204,Prof,A,Male,89650
16205,Prof,A,Male,103700
16206,Prof,A,Male,143250
16207,Prof,A,Male,194800
16208,AsstProf,A,Male,73000
16209,AsstProf,A,Male,74000
16210,AsstProf,A,Female,78500
16211,Prof,A,Male,93000
16212,Prof,A,Male,107200
16213,Prof,A,Male,163200
16214,Prof,A,Male,107100
16215,Prof,A,Male,100600
16216,Prof,A,Male,136500
16217,Prof,A,Male,103600
16218,Prof,A,Male,57800
16219,Prof,A,Male,155865
16220,AssocProf,A,Male,88650
16221,AssocProf,A,Male,81800
16222,Prof,A,Male,115800
16223,AsstProf,A,Male,85000
16224,Prof,A,Male,150500
16225,AsstProf,A,Male,74000
16226,Prof,A,Male,174500
16227,Prof,A,Male,168500
16228,Prof,A,Male,183800
16229,AssocProf,A,Male,104800
16230,Prof,A,Male,107300
16231,Prof,A,Male,97150
16232,Prof,A,Male,126300
16233,Prof,A,Male,148800
16234,Prof,A,Male,72300
16235,AssocProf,A,Male,70700
16236,Prof,A,Male,88600
16237,Prof,A,Male,127100
16238,Prof,A,Male,170500
16239,Prof,A,Male,105260
16240,Prof,A,Male,144050
16241,Prof,A,Male,111350
16242,AsstProf,A,Male,74500
16243,Prof,A,Male,122500
16244,AsstProf,A,Male,74000
16245,Prof,A,Male,166800
16246,Prof,A,Male,92050
16247,Prof,A,Male,108100
16248,Prof,A,Male,94350
16249,Prof,A,Male,100351
16250,Prof,A,Male,146800
16251,AsstProf,B,Male,84716
16252,AssocProf,B,Female,71065
16253,Prof,B,Male,67559
16254,Prof,B,Male,134550
16255,Prof,B,Male,135027
16256,Prof,B,Male,104428
16257,AssocProf,B,Male,95642
16258,AssocProf,B,Male,126431
16259,Prof,B,Female,161101
16260,Prof,B,Male,162221
16261,AsstProf,B,Male,84500
16262,Prof,B,Male,124714
16263,Prof,B,Male,151650
16264,AssocProf,B,Male,99247
16265,Prof,B,Male,134778
16266,Prof,B,Male,192253
16267,Prof,B,Male,116518
16268,Prof,B,Female,105450
16269,Prof,B,Male,145098
16270,AssocProf,B,Female,104542
16271,Prof,B,Male,151445
16272,Prof,B,Male,98053
16273,Prof,B,Male,145000
16274,Prof,B,Male,128464
16275,Prof,B,Male,137317
16276,Prof,B,Male,106231
16277,Prof,B,Female,124312
16278,Prof,B,Male,114596
16279,Prof,B,Male,162150
16280,Prof,B,Male,150376
16281,Prof,B,Male,107986
16282,Prof,B,Male,142023
16283,Prof,B,Male,128250
16284,AsstProf,B,Male,80139
16285,Prof,B,Male,144309
16286,Prof,B,Male,186960
16287,Prof,B,Male,93519
16288,Prof,B,Male,142500
16289,Prof,B,Male,138000
16290,AsstProf,B,Male,83600
16291,Prof,B,Male,145028
16292,Prof,A,Male,88709
16293,Prof,A,Male,107309
16294,Prof,A,Female,109954
16295,AsstProf,A,Male,78785
16296,Prof,A,Male,121946
16297,Prof,A,Female,109646
16298,Prof,A,Male,138771
16299,AssocProf,A,Male,81285
16300,Prof,A,Male,205500
16301,Prof,A,Male,101036
16302,Prof,A,Male,115435
16303,AssocProf,A,Male,108413
16304,Prof,A,Male,131950
16305,Prof,A,Male,134690
16306,AssocProf,A,Male,78182
16307,Prof,A,Male,110515
16308,Prof,A,Male,109707
16309,Prof,A,Male,136660
16310,Prof,A,Male,103275
16311,Prof,A,Male,103649
16312,AsstProf,A,Male,74856
16313,AsstProf,A,Male,77081
16314,Prof,A,Male,150680
16315,AssocProf,A,Male,104121
16316,AsstProf,A,Male,75996
16317,Prof,A,Male,172505
16318,AssocProf,A,Male,86895
16319,Prof,A,Male,105000
16320,Prof,A,Male,125192
16321,Prof,A,Male,114330
16322,Prof,A,Male,139219
16323,Prof,A,Male,109305
16324,Prof,A,Male,119450
16325,Prof,A,Male,186023
16326,Prof,A,Male,166605
16327,Prof,A,Male,151292
16328,Prof,A,Male,103106
16329,Prof,A,Male,150564
16330,Prof,A,Male,101738
16331,Prof,A,Male,95329
16332,AsstProf,A,Male,81035
16333,Prof,B,Male,139750
16334,Prof,B,Male,173200
16335,AsstProf,B,Male,79750
16336,Prof,B,Male,115000
16337,Prof,B,Male,141500
16338,AssocProf,B,Male,97000
16339,Prof,B,Male,175000
16340,Prof,B,Male,147765
16341,Prof,B,Male,119250
16342,Prof,B,Female,129000
16343,AssocProf,B,Male,119800
16344,AsstProf,B,Male,79800
16345,AsstProf,B,Male,77700
16346,AsstProf,B,Male,78000
16347,Prof,B,Male,104800
16348,Prof,B,Male,117150
16349,Prof,B,Male,101000
16350,Prof,A,Male,103450
16351,Prof,A,Male,124750
16352,Prof,A,Female,137000
16353,Prof,A,Male,89565
16354,Prof,A,Male,102580
16355,Prof,A,Male,93904
16356,Prof,A,Male,113068
16357,AssocProf,A,Female,74830
16358,Prof,A,Male,106294
16359,Prof,A,Male,134885
16360,AsstProf,B,Male,82379
16361,AsstProf,B,Male,77000
16362,Prof,B,Male,118223
16363,Prof,B,Male,132261
16364,AsstProf,B,Male,79916
16365,Prof,B,Male,117256
16366,AsstProf,B,Male,80225
16367,AsstProf,B,Female,80225
16368,AsstProf,B,Female,77000
16369,Prof,B,Male,155750
16370,AsstProf,B,Male,86373
16371,Prof,B,Male,125196
16372,AssocProf,B,Male,100938
16373,Prof,B,Male,146500
16374,AssocProf,B,Male,93418
16375,Prof,B,Male,101299
16376,Prof,B,Male,231545
16377,Prof,B,Male,94384
16378,Prof,B,Male,114778
16379,Prof,B,Male,98193
16380,Prof,B,Female,151768
16381,Prof,B,Female,140096
16382,AsstProf,B,Male,70768
16383,Prof,B,Male,126621
16384,Prof,B,Male,108875
16385,AsstProf,B,Female,74692
16386,Prof,B,Male,106639
16387,AssocProf,B,Male,103760
16388,AssocProf,B,Male,83900
16389,Prof,B,Male,117704
16390,AssocProf,B,Male,90215
16391,AssocProf,B,Male,100135
16392,AsstProf,B,Male,75044
16393,AssocProf,B,Male,90304
16394,AsstProf,B,Male,75243
16395,Prof,B,Male,109785
16396,AssocProf,B,Female,103613
16397,AsstProf,B,Male,68404
16398,AssocProf,B,Male,100522
16399,Prof,B,Male,101000
16400,Prof,B,Male,99418
16401,Prof,B,Female,111512
16402,Prof,B,Male,91412
16403,Prof,B,Male,126320
16404,Prof,B,Male,146856
16405,Prof,B,Male,100131
16406,Prof,B,Male,92391
16407,Prof,B,Male,113398
16408,AsstProf,B,Male,73266
16409,Prof,B,Male,150480
16410,Prof,B,Male,193000
16411,AsstProf,B,Male,86100
16412,AsstProf,B,Male,84240
16413,Prof,B,Male,150743
16414,Prof,B,Male,135585
16415,Prof,B,Male,144640
16416,AsstProf,B,Male,88825
16417,Prof,B,Female,122960
16418,Prof,B,Male,132825
16419,Prof,B,Male,152708
16420,AsstProf,B,Male,88400
16421,Prof,B,Male,172272
16422,AssocProf,B,Male,107008
16423,AsstProf,B,Female,97032
16424,AssocProf,B,Male,105128
16425,AssocProf,B,Male,105631
16426,Prof,B,Male,166024
16427,Prof,B,Male,123683
16428,AsstProf,B,Male,84000
16429,AssocProf,B,Male,95611
16430,Prof,B,Male,129676
16431,Prof,B,Male,102235
16432,Prof,B,Male,106689
16433,Prof,B,Male,133217
16434,Prof,B,Male,126933
16435,Prof,B,Male,153303
16436,Prof,B,Female,127512
16437,AssocProf,A,Male,83850
16438,Prof,A,Male,113543
16439,AssocProf,A,Male,82099
16440,AssocProf,A,Male,82600
16441,AssocProf,A,Male,81500
16442,Prof,A,Male,131205
16443,Prof,A,Male,112429
16444,AssocProf,A,Male,82100
16445,AsstProf,A,Male,72500
16446,Prof,A,Male,104279
16447,Prof,A,Female,105000
16448,Prof,A,Male,120806
16449,Prof,A,Male,148500
16450,Prof,A,Male,117515
16451,AsstProf,A,Male,72500
16452,AsstProf,A,Female,73500
16453,Prof,A,Male,115313
16454,Prof,A,Male,124309
16455,Prof,A,Male,97262
16456,AssocProf,A,Female,62884
16457,Prof,A,Male,96614
16458,Prof,A,Male,78162
16459,Prof,A,Male,155500
16460,AsstProf,A,Female,72500
16461,Prof,A,Male,113278
16462,AsstProf,A,Male,73000
16463,AssocProf,A,Male,83001
16464,Prof,A,Male,76840
16465,AssocProf,A,Female,77500
16466,AsstProf,A,Female,72500
16467,Prof,A,Male,168635
16468,Prof,A,Male,136000
16469,Prof,A,Male,108262
16470,Prof,A,Male,105668
16471,AssocProf,A,Male,73877
16472,Prof,A,Male,152664
16473,AssocProf,A,Male,100102
16474,AssocProf,A,Male,81500
16475,Prof,A,Male,106608
16476,AsstProf,B,Male,89942
16477,Prof,B,Male,112696
16478,Prof,B,Male,119015
16479,AsstProf,B,Male,92000
16480,Prof,B,Male,156938
16481,Prof,B,Female,144651
16482,AsstProf,B,Male,95079
16483,Prof,B,Male,128148
16484,AsstProf,B,Male,92000
16485,Prof,B,Male,111168
16486,AssocProf,B,Female,103994
16487,AsstProf,B,Male,92000
16488,Prof,B,Male,118971
16489,AssocProf,B,Male,113341
16490,AsstProf,B,Male,88000
16491,AssocProf,B,Male,95408
16492,Prof,B,Male,137167
16493,AsstProf,B,Male,89516
16494,Prof,B,Male,176500
16495,AssocProf,B,Male,98510
16496,AsstProf,B,Male,89942
16497,AsstProf,B,Male,88795
16498,Prof,B,Male,105890
16499,Prof,B,Male,167284
16500,Prof,B,Male,130664
16501,AssocProf,B,Male,101210
16502,Prof,B,Male,181257
16503,AsstProf,B,Male,91227
16504,Prof,B,Male,151575
16505,Prof,B,Male,93164
16506,Prof,B,Male,134185
16507,AssocProf,B,Male,105000
16508,Prof,B,Male,111751
16509,AssocProf,B,Male,95436
16510,AssocProf,B,Male,100944
16511,Prof,B,Male,147349
16512,AsstProf,B,Female,92000
16513,Prof,B,Male,142467
16514,Prof,B,Male,141136
16515,AssocProf,B,Male,100000
16516,Prof,B,Male,150000
16517,Prof,B,Male,101000
16518,Prof,B,Male,134000
16519,AssocProf,B,Female,103750
16520,Prof,B,Male,107500
16521,AssocProf,B,Male,106300
16522,Prof,B,Male,153750
16523,Prof,B,Male,180000
16524,Prof,B,Male,133700
16525,Prof,B,Male,122100
16526,AssocProf,B,Male,86250
16527,AssocProf,B,Male,90000
16528,AssocProf,B,Male,113600
16529,AsstProf,B,Male,92700
16530,AsstProf,B,Male,92000
16531,Prof,B,Male,189409
16532,Prof,B,Male,114500
16533,AsstProf,B,Male,92700
16534,Prof,B,Male,119700
16535,Prof,B,Male,160400
16536,Prof,B,Male,152500
16537,Prof,B,Male,165000
16538,Prof,B,Male,96545
16539,Prof,B,Male,162200
16540,Prof,B,Male,120000
16541,AsstProf,B,Male,91300
16542,Prof,B,Male,163200
16543,AsstProf,B,Male,91000
16544,Prof,B,Male,111350
16545,Prof,B,Male,128400
16546,Prof,B,Male,126200
16547,AssocProf,B,Male,118700
16548,Prof,B,Male,145350
16549,Prof,B,Male,146000
16550,AssocProf,B,Male,105350
16551,AssocProf,B,Female,109650
16552,Prof,B,Male,119500
16553,Prof,B,Male,170000
16554,Prof,B,Male,145200
16555,AssocProf,B,Male,107150
16556,Prof,B,Male,129600
16557,Prof,A,Male,87800
16558,Prof,A,Male,122400
16559,AsstProf,A,Male,63900
16560,AssocProf,A,Male,70000
16561,Prof,A,Male,88175
16562,Prof,A,Male,133900
16563,Prof,A,Female,91000
16564,AssocProf,A,Female,73300
16565,Prof,A,Male,148750
